i,target,point,point2,pair
1259,0.568333,0.514193,0.579729,0.491275
1260,0.568333,0.453152,0.483629,0.541078
1261,0.568333,0.608816,0.609661,0.534251
1262,0.568333,0.625777,0.635179,0.712611
1263,0.568333,0.547461,0.722148,0.569574
1264,0.568333,0.518980,0.498694,0.530116
1265,0.570000,0.456462,0.362633,0.371336
1266,0.570000,0.530502,0.466138,0.476973
1267,0.570000,0.652258,0.602774,0.713142
1268,0.570000,0.570118,0.591449,0.478668
1269,0.570000,0.603920,0.617323,0.598769
1270,0.570000,0.663747,0.757127,0.721839
1271,0.570000,0.566670,0.405817,0.591950
1272,0.570000,0.659484,0.672465,0.745701
1273,0.570000,0.512756,0.816722,0.493259
1274,0.570000,0.510222,0.608077,0.508986
1275,0.571667,0.449758,0.578547,0.417806
1276,0.571667,0.605776,0.677228,0.573951
1277,0.571667,0.633052,0.697265,0.641136
1278,0.571667,0.530613,0.579392,0.493737
1279,0.571667,0.601603,0.703289,0.685063
1280,0.573333,0.608542,0.766669,0.648037
1281,0.573333,0.486049,0.332251,0.424775
1282,0.573333,0.633960,0.460153,0.686252
1283,0.573333,0.562123,0.516460,0.519319
1284,0.573333,0.597315,0.684766,0.550908
1285,0.573333,0.662143,0.653464,0.793253
1286,0.573333,0.568864,0.533758,0.585107
1287,0.573333,0.587395,0.409664,0.481598
1288,0.573333,0.622438,0.655566,0.620783
1289,0.573333,0.519856,0.326024,0.449978
1290,0.575000,0.517677,0.486008,0.411728
1291,0.575000,0.450529,0.447450,0.407418
1292,0.575000,0.500532,0.424200,0.478336
1293,0.575000,0.491232,0.532587,0.462004
1294,0.575000,0.552844,0.636068,0.535309
1295,0.575000,0.569124,0.506101,0.533071
1296,0.575000,0.619302,0.740356,0.584781
1297,0.575000,0.606189,0.679647,0.614317
1298,0.576667,0.475428,0.503100,0.429602
1299,0.576667,0.625416,0.473963,0.613424
1300,0.576667,0.426121,0.371837,0.429441
1301,0.576667,0.648808,0.607626,0.711392
1302,0.576667,0.651612,0.691894,0.774007
1303,0.576667,0.659841,0.640035,0.737185
1304,0.576667,0.678007,0.702885,0.815717
1305,0.578333,0.619395,0.763311,0.608277
1306,0.578333,0.600233,0.699619,0.567526
1307,0.578333,0.563027,0.668373,0.564120
1308,0.578333,0.587832,0.578735,0.529388
1309,0.578333,0.631713,0.420438,0.611183
1310,0.578333,0.559905,0.655402,0.541235
1311,0.578333,0.652329,0.809635,0.673910
1312,0.578333,0.641273,0.635651,0.635576
1313,0.578333,0.555798,0.706368,0.590134
1314,0.578333,0.522292,0.520057,0.618388
1315,0.578333,0.454861,0.364016,0.476548
1316,0.580000,0.589695,0.649525,0.575271
1317,0.580000,0.480772,0.396011,0.383233
1318,0.580000,0.667522,0.722166,0.766561
1319,0.580000,0.613142,0.626377,0.685156
1320,0.580000,0.682902,0.776266,0.835783
1321,0.581667,0.643598,0.648762,0.720660
1322,0.581667,0.648125,0.709106,0.674281
1323,0.581667,0.525662,0.531283,0.615010
1324,0.581667,0.408664,0.511403,0.348101
1325,0.581667,0.673159,0.679613,0.762806
1326,0.581667,0.645456,0.845752,0.603122
1327,0.581667,0.611197,0.614429,0.632440
1328,0.581667,0.573871,0.646411,0.689398
1329,0.583333,0.649317,0.674358,0.629628
1330,0.583333,0.677145,0.759861,0.777079
1331,0.583333,0.583627,0.744782,0.441565
1332,0.583333,0.677167,0.709403,0.776721
1333,0.583333,0.552481,0.646986,0.466531
1334,0.583333,0.639728,0.715001,0.636193
1335,0.583333,0.498948,0.502224,0.389563
1336,0.583333,0.624022,0.701840,0.641603
1337,0.583333,0.675430,0.818282,0.842902
1338,0.583333,0.515456,0.379145,0.580351
1339,0.583333,0.693835,0.730410,0.860383
1340,0.583333,0.682963,0.627376,0.761925
1341,0.583333,0.617233,0.635121,0.650942
1342,0.583333,0.681705,0.705137,0.780612
1343,0.583333,0.625954,0.708790,0.687890
1344,0.583333,0.521967,0.661183,0.507419
1345,0.583333,0.616930,0.611910,0.706272
1346,0.583333,0.675126,0.734439,0.807325
1347,0.583333,0.607434,0.684969,0.534853
1348,0.583333,0.691368,0.770909,0.855457
1349,0.583333,0.613323,0.673715,0.686434
1350,0.583333,0.539377,0.712275,0.469530
1351,0.583333,0.686251,0.797313,0.853989
1352,0.583333,0.642463,0.640121,0.720142
1353,0.583333,0.475573,0.693678,0.533826
1354,0.583333,0.486354,0.599021,0.407402
1355,0.583333,0.692411,0.764385,0.859114
1356,0.583333,0.650946,0.643010,0.721524
1357,0.583333,0.673746,0.619210,0.733740
1358,0.583333,0.483403,0.574836,0.394743
1359,0.583333,0.674277,0.766685,0.796079
1360,0.583333,0.578553,0.656681,0.569882
1361,0.583333,0.630058,0.734353,0.590548
1362,0.583333,0.607890,0.777617,0.606317
1363,0.583333,0.506527,0.627714,0.480910
1364,0.585000,0.695542,0.783348,0.845341
1365,0.585000,0.639620,0.733115,0.658149
1366,0.585000,0.340880,0.256669,0.244825
1367,0.585000,0.642487,0.654648,0.636452
1368,0.585000,0.617053,0.570237,0.605617
1369,0.585000,0.590405,0.481873,0.593784
1370,0.585000,0.534820,0.542233,0.533638
1371,0.585000,0.467293,0.392903,0.447634
1372,0.585000,0.629838,0.398392,0.588326
1373,0.586667,0.613264,0.940533,0.573903
1374,0.586667,0.685605,0.795070,0.816878
1375,0.588333,0.514805,0.552467,0.415858
1376,0.588333,0.633173,0.648519,0.648310
1377,0.588333,0.509861,0.631428,0.498994
1378,0.588333,0.506595,0.430906,0.495764
1379,0.590000,0.603079,0.650562,0.674263
1380,0.590000,0.506187,0.535971,0.436247
1381,0.590000,0.669748,0.643905,0.740943
1382,0.590000,0.607950,0.676939,0.581559
1383,0.591667,0.653252,0.439209,0.603043
1384,0.591667,0.468089,0.398285,0.467286
1385,0.591667,0.547611,0.729435,0.612325
1386,0.591667,0.667672,0.785469,0.833074
1387,0.591667,0.546295,0.458841,0.433703
1388,0.593333,0.653329,0.786395,0.661363
1389,0.593333,0.643999,0.702495,0.625688
1390,0.593333,0.667815,0.599536,0.705325
1391,0.593333,0.549683,0.543111,0.608231
1392,0.593333,0.683942,0.692781,0.789634
1393,0.593333,0.643707,0.640474,0.674415
1394,0.593333,0.649261,0.740888,0.693710
1395,0.593333,0.437679,0.405577,0.418764
1396,0.595000,0.651453,0.716987,0.692173
1397,0.595000,0.645231,0.532557,0.630195
1398,0.595000,0.647398,0.707207,0.628136
1399,0.595000,0.455609,0.351074,0.349166
1400,0.595000,0.576618,0.531478,0.492501
1401,0.595000,0.478897,0.548388,0.479317
1402,0.596667,0.633725,0.759621,0.644721
1403,0.596667,0.502428,0.515536,0.490325
1404,0.596667,0.649148,0.759537,0.627626
1405,0.596667,0.624785,0.833429,0.596015
1406,0.596667,0.605909,0.667878,0.564436
1407,0.596667,0.574943,0.556603,0.533466
1408,0.596667,0.451962,0.609922,0.409883
1409,0.596667,0.488926,0.423686,0.495148
1410,0.596667,0.614870,0.625091,0.590056
1411,0.596667,0.651513,0.652648,0.735610
1412,0.598333,0.639370,0.688171,0.664491
1413,0.598333,0.660169,0.523564,0.704780
1414,0.598333,0.607397,0.895615,0.518879
1415,0.598333,0.459347,0.406608,0.311199
1416,0.598333,0.603553,0.576970,0.675093
1417,0.598333,0.635043,0.705070,0.626839
1418,0.598333,0.658897,0.601141,0.630852
1419,0.600000,0.501974,0.476925,0.407839
1420,0.600000,0.535864,0.715495,0.477235
1421,0.600000,0.605310,0.662107,0.691085
1422,0.600000,0.620740,0.652481,0.610854
1423,0.600000,0.617535,0.799397,0.582171
1424,0.600000,0.586108,0.598706,0.512658
1425,0.600000,0.671714,0.674981,0.696837
1426,0.600000,0.573251,0.357208,0.539345
1427,0.600000,0.676177,0.783775,0.814899
1428,0.600000,0.669646,0.806596,0.843529
1429,0.600000,0.620641,0.603028,0.647472
1430,0.600000,0.576811,0.542848,0.595624
1431,0.600000,0.577927,0.659853,0.568726
1432,0.600000,0.581473,0.642148,0.582353
1433,0.600000,0.688391,0.622922,0.869758
1434,0.600000,0.646385,0.809502,0.591461
1435,0.600000,0.561884,0.572064,0.530470
1436,0.600000,0.462060,0.404788,0.426591
1437,0.600000,0.487545,0.608445,0.421354
1438,0.600000,0.628969,0.686884,0.651785
1439,0.600000,0.583715,0.715164,0.597841
1440,0.600000,0.548862,0.709696,0.614533
1441,0.600000,0.642666,0.770106,0.687789
1442,0.600000,0.385494,0.443522,0.305953
1443,0.600000,0.663272,0.804413,0.723731
1444,0.600000,0.432144,0.366701,0.388369
1445,0.600000,0.613403,0.624739,0.604020
1446,0.600000,0.639611,0.537609,0.671011
1447,0.600000,0.683374,0.764981,0.795651
1448,0.600000,0.693114,0.558898,0.855658
1449,0.600000,0.669308,0.569129,0.770408
1450,0.600000,0.671331,0.815862,0.841892
1451,0.601667,0.663054,0.666864,0.712283
1452,0.601667,0.685312,0.641900,0.783805
1453,0.601667,0.625771,0.734167,0.628338
1454,0.601667,0.449912,0.547589,0.466406
1455,0.601667,0.635092,0.679195,0.713141
1456,0.601667,0.653748,0.679122,0.764617
1457,0.601667,0.622228,0.760929,0.645443
1458,0.603333,0.558842,0.615097,0.678749
1459,0.603333,0.389246,0.474787,0.272051
1460,0.603333,0.698652,0.681370,0.880405
1461,0.603333,0.576251,0.531122,0.668021
1462,0.603333,0.585628,0.625000,0.526455
1463,0.603333,0.473580,0.413189,0.452424
1464,0.603333,0.663037,0.600987,0.578938
1465,0.603333,0.437861,0.462526,0.474203
1466,0.603333,0.663038,0.645519,0.775522
1467,0.603333,0.657865,0.706788,0.688400
1468,0.603333,0.375648,0.213080,0.216795
1469,0.603333,0.648336,0.866418,0.626164
1470,0.603333,0.532487,0.406785,0.481173
1471,0.605000,0.654351,0.805568,0.645427
1472,0.605000,0.387160,0.431563,0.355484
1473,0.605000,0.649593,0.568516,0.686118
1474,0.605000,0.679372,0.761703,0.801577
1475,0.605000,0.578135,0.679780,0.517271
1476,0.605000,0.634760,0.672875,0.592048
1477,0.605000,0.599443,0.690726,0.644910
1478,0.606667,0.605961,0.530682,0.638558
1479,0.606667,0.644133,0.631259,0.644539
1480,0.606667,0.630746,0.582891,0.730793
1481,0.606667,0.636139,0.508086,0.660153
1482,0.606667,0.615739,0.631711,0.604531
1483,0.606667,0.685945,0.914941,0.827447
1484,0.606667,0.421387,0.466252,0.409312
1485,0.606667,0.554654,0.568364,0.637551
1486,0.608333,0.575247,0.549651,0.533458
1487,0.608333,0.616941,0.611844,0.706272
1488,0.608333,0.558795,0.553826,0.673807
1489,0.608333,0.663091,0.597454,0.713482
1490,0.608333,0.561250,0.619579,0.666981
1491,0.608333,0.685389,0.819373,0.777092
1492,0.608333,0.663994,0.385750,0.703471
1493,0.608333,0.673998,0.596448,0.760244
1494,0.608333,0.599524,0.619474,0.653661
1495,0.610000,0.528877,0.537355,0.524700
1496,0.610000,0.643895,0.777643,0.611354
1497,0.610000,0.664033,0.588136,0.796376
1498,0.610000,0.681363,0.764926,0.816718
1499,0.610000,0.644212,0.569988,0.768662
1500,0.610000,0.676976,0.763178,0.826298
1501,0.610000,0.564152,0.597294,0.666592
1502,0.610000,0.526523,0.831600,0.496154
1503,0.611667,0.577898,0.566687,0.528833
1504,0.611667,0.686389,0.759933,0.770872
1505,0.611667,0.460167,0.444530,0.483379
1506,0.611667,0.632619,0.571549,0.724197
1507,0.611667,0.630868,0.420741,0.611202
1508,0.611667,0.670716,0.771921,0.753155
1509,0.611667,0.676121,0.876321,0.796403
1510,0.611667,0.578949,0.541510,0.668558
1511,0.611667,0.656245,0.680666,0.724832
1512,0.611667,0.519166,0.460324,0.485152
1513,0.611667,0.675784,0.531878,0.714374
1514,0.613333,0.680053,0.694719,0.821036
1515,0.613333,0.673168,0.722668,0.756663
1516,0.613333,0.614635,0.619978,0.595977
1517,0.613333,0.526545,0.580461,0.478114
1518,0.613333,0.615631,0.601364,0.678843
1519,0.613333,0.684578,0.743981,0.830487
1520,0.613333,0.661191,0.850951,0.667340
1521,0.613333,0.605463,0.665920,0.703046
1522,0.613333,0.494046,0.343039,0.455559
1523,0.615000,0.584661,0.479802,0.596029
1524,0.615000,0.572128,0.861317,0.560852
1525,0.615000,0.657533,0.837134,0.716434
1526,0.615000,0.569048,0.522818,0.648860
1527,0.615000,0.681491,0.810688,0.762611
1528,0.615000,0.625277,0.800311,0.659623
1529,0.615000,0.599679,0.568323,0.718665
1530,0.615000,0.660065,0.810482,0.712977
1531,0.615000,0.619127,0.610658,0.631372
1532,0.615000,0.670505,0.685238,0.784182
1533,0.615000,0.647612,0.695725,0.569961
1534,0.615000,0.597967,0.503494,0.660323
1535,0.616667,0.659501,0.874456,0.671205
1536,0.616667,0.582598,0.366914,0.541546
1537,0.616667,0.485432,0.364574,0.518640
1538,0.616667,0.630872,0.392251,0.616741
1539,0.616667,0.527252,0.468338,0.431700
1540,0.616667,0.689664,0.768240,0.848294
1541,0.616667,0.690978,0.822595,0.784323
1542,0.616667,0.601158,0.612106,0.505854
1543,0.616667,0.646721,0.617145,0.610955
1544,0.616667,0.668675,0.797702,0.751365
1545,0.616667,0.632104,0.711996,0.673663
1546,0.616667,0.605180,0.799721,0.569228
1547,0.616667,0.608403,0.747441,0.551983
1548,0.616667,0.599614,0.700147,0.662840
1549,0.616667,0.686813,0.741509,0.746077
1550,0.616667,0.693253,0.642477,0.846442
1551,0.616667,0.586736,0.666944,0.599477
1552,0.616667,0.637539,0.667898,0.714914
1553,0.616667,0.542424,0.520455,0.510971
1554,0.616667,0.533876,0.731906,0.476939
1555,0.616667,0.577326,0.375143,0.537259
1556,0.616667,0.636699,0.559639,0.639579
1557,0.616667,0.503619,0.442750,0.490798
1558,0.616667,0.648662,0.646285,0.672742
1559,0.616667,0.695235,0.750339,0.873926
1560,0.616667,0.591191,0.804552,0.480399
1561,0.618333,0.414897,0.345805,0.301858
1562,0.618333,0.541289,0.619825,0.475978
1563,0.618333,0.617946,0.768555,0.600265
1564,0.618333,0.595647,0.759865,0.595495
1565,0.618333,0.520695,0.329699,0.382396
1566,0.618333,0.611919,0.591468,0.528798
1567,0.618333,0.598585,0.644740,0.618274
1568,0.618333,0.498705,0.417914,0.432388
1569,0.618333,0.676891,0.621409,0.781170
1570,0.620000,0.452268,0.324642,0.342120
1571,0.620000,0.567999,0.632226,0.598929
1572,0.620000,0.555973,0.669179,0.554052
1573,0.620000,0.618593,0.754371,0.593952
1574,0.621667,0.612537,0.618065,0.589543
1575,0.621667,0.516858,0.282574,0.384076
1576,0.621667,0.547858,0.622042,0.462065
1577,0.621667,0.639049,0.523809,0.662374
1578,0.621667,0.619043,0.613690,0.605828
1579,0.621667,0.616557,0.615705,0.701366
1580,0.621667,0.542069,0.565160,0.416465
1581,0.621667,0.687986,0.790885,0.853351
1582,0.621667,0.534877,0.485904,0.475520
1583,0.621667,0.477215,0.456344,0.471294
1584,0.621667,0.697786,0.871733,0.883156
1585,0.623333,0.666458,0.790542,0.822286
1586,0.623333,0.677862,0.700665,0.751221
1587,0.623333,0.567582,0.602580,0.500164
1588,0.623333,0.650154,0.720548,0.671042
1589,0.625000,0.663539,0.732972,0.709322
1590,0.625000,0.423121,0.544980,0.246030
1591,0.625000,0.674899,0.783996,0.820214
1592,0.625000,0.565485,0.669512,0.481315
1593,0.625000,0.602987,0.450637,0.520906
1594,0.626667,0.506187,0.543240,0.587936
1595,0.626667,0.652430,0.714858,0.792875
1596,0.626667,0.573085,0.549195,0.587826
1597,0.626667,0.433768,0.515702,0.462954
1598,0.626667,0.682493,0.765659,0.790943
1599,0.626667,0.584266,0.684833,0.615637
1600,0.626667,0.674019,0.750531,0.821010
1601,0.626667,0.578839,0.539185,0.668533
1602,0.626667,0.538706,0.635142,0.697892
1603,0.626667,0.531324,0.364695,0.472110
1604,0.628333,0.679183,0.839075,0.887073
1605,0.628333,0.673863,0.765027,0.751767
1606,0.628333,0.468986,0.514227,0.531730
1607,0.628333,0.685361,0.622141,0.770294
1608,0.628333,0.643076,0.678027,0.704864
1609,0.628333,0.588405,0.838715,0.622915
1610,0.628333,0.611578,0.658936,0.572284
1611,0.630000,0.623697,0.776871,0.611404
1612,0.630000,0.617307,0.524564,0.666236
1613,0.630000,0.547583,0.556965,0.437396
1614,0.630000,0.502314,0.507515,0.559641
1615,0.630000,0.635069,0.654873,0.726558
1616,0.631667,0.685847,0.717747,0.827937
1617,0.631667,0.645491,0.588335,0.673443
1618,0.631667,0.645586,0.676854,0.678415
1619,0.631667,0.663169,0.690861,0.718151
1620,0.631667,0.628754,0.701775,0.580903
1621,0.633333,0.628522,0.579888,0.627678
1622,0.633333,0.432205,0.403916,0.428215
1623,0.633333,0.635667,0.766047,0.629371
1624,0.633333,0.546138,0.425834,0.605973
1625,0.633333,0.678380,0.651692,0.764188
1626,0.633333,0.621025,0.706129,0.687434
1627,0.633333,0.648605,0.502990,0.760775
1628,0.633333,0.370617,0.301247,0.261007
1629,0.633333,0.627818,0.793555,0.632009
1630,0.633333,0.537014,0.692071,0.550434
1631,0.633333,0.627599,0.712626,0.611047
1632,0.633333,0.546608,0.479480,0.523818
1633,0.633333,0.667441,0.860162,0.734667
1634,0.633333,0.505613,0.529058,0.431888
1635,0.633333,0.646440,0.529736,0.679292
1636,0.633333,0.651635,0.869008,0.674665
1637,0.633333,0.435171,0.458557,0.476562
1638,0.633333,0.555650,0.823903,0.438619
1639,0.633333,0.459163,0.257721,0.342390
1640,0.633333,0.614859,0.668766,0.649728
1641,0.633333,0.677413,0.788360,0.850256
1642,0.633333,0.655279,0.674526,0.649391
1643,0.633333,0.691122,0.808329,0.834286
1644,0.633333,0.592019,0.739189,0.508861
1645,0.633333,0.675779,0.747742,0.747640
1646,0.633333,0.633306,0.648194,0.634069
1647,0.633333,0.633737,0.632923,0.672612
1648,0.633333,0.687353,0.772338,0.789098
1649,0.633333,0.552395,0.641791,0.466496
1650,0.633333,0.697653,0.806267,0.922830
1651,0.633333,0.696979,0.666703,0.874547
1652,0.633333,0.696875,0.644173,0.889260
1653,0.633333,0.654254,0.646136,0.703059
1654,0.633333,0.637064,0.788848,0.691011
1655,0.635000,0.659414,0.785331,0.641485
1656,0.635000,0.545722,0.607172,0.461430
1657,0.635000,0.594843,0.708476,0.551384
1658,0.635000,0.570635,0.603256,0.558363
1659,0.635000,0.446061,0.632300,0.388930
1660,0.635000,0.672695,0.612830,0.750615
1661,0.635000,0.656275,0.683383,0.724863
1662,0.636667,0.499448,0.435229,0.406787
1663,0.636667,0.691567,0.686801,0.840689
1664,0.636667,0.552141,0.636236,0.520069
1665,0.636667,0.653471,0.641113,0.763741
1666,0.636667,0.670053,0.638555,0.739915
1667,0.636667,0.524462,0.538955,0.631115
1668,0.636667,0.682042,0.590801,0.844067
1669,0.636667,0.465764,0.458414,0.509583
1670,0.638333,0.550107,0.487814,0.495286
1671,0.638333,0.500817,0.505857,0.402750
1672,0.638333,0.682990,0.788908,0.846726
1673,0.638333,0.664360,0.714704,0.764938
1674,0.638333,0.524564,0.457885,0.411271
1675,0.638333,0.591803,0.746868,0.524086
1676,0.638333,0.565372,0.548135,0.584768
1677,0.640000,0.492520,0.564716,0.545417
1678,0.640000,0.646691,0.731019,0.647817
1679,0.640000,0.595670,0.716218,0.648019
1680,0.640000,0.671130,0.680839,0.739275
1681,0.640000,0.479777,0.410631,0.413399
1682,0.640000,0.514212,0.457322,0.485091
1683,0.640000,0.594234,0.798527,0.565012
1684,0.640000,0.669406,0.757081,0.799176
1685,0.640000,0.684825,0.617640,0.843426
1686,0.641667,0.671764,0.667456,0.765164
1687,0.641667,0.683109,0.720300,0.753980
1688,0.641667,0.510529,0.532884,0.487498
1689,0.641667,0.680956,0.625286,0.741192
1690,0.641667,0.645836,0.856938,0.615758
1691,0.641667,0.568944,0.463270,0.470172
1692,0.641667,0.657633,0.733156,0.753186
1693,0.641667,0.441153,0.488236,0.495411
1694,0.641667,0.599028,0.828161,0.563096
1695,0.641667,0.655496,0.708869,0.732902
1696,0.641667,0.650765,0.668550,0.659082
1697,0.643333,0.676426,0.799193,0.688598
1698,0.643333,0.679624,0.794088,0.833410
1699,0.643333,0.672397,0.664978,0.752110
1700,0.643333,0.672062,0.659391,0.738843
1701,0.643333,0.455208,0.535513,0.494790
1702,0.643333,0.651983,0.794898,0.744681
1703,0.643333,0.603628,0.664072,0.702799
1704,0.643333,0.689484,0.767694,0.791283
1705,0.643333,0.596765,0.672243,0.532567
1706,0.643333,0.682938,0.625937,0.826998
1707,0.645000,0.584932,0.656848,0.593687
1708,0.645000,0.658571,0.751577,0.636738
1709,0.645000,0.673669,0.688798,0.753917
1710,0.645000,0.579691,0.521093,0.557701
1711,0.645000,0.563893,0.646005,0.675162
1712,0.645000,0.509948,0.739641,0.494248
1713,0.645000,0.526294,0.635492,0.605811
1714,0.645000,0.527058,0.598123,0.645035
1715,0.645000,0.667323,0.846786,0.740795
1716,0.646667,0.648376,0.688491,0.617969
1717,0.646667,0.584669,0.613170,0.580327
1718,0.646667,0.622605,0.667903,0.677489
1719,0.646667,0.600290,0.771030,0.602890
1720,0.646667,0.584890,0.756539,0.544480
1721,0.646667,0.560603,0.661155,0.692166
1722,0.648333,0.643189,0.655569,0.698898
1723,0.648333,0.604712,0.474589,0.586373
1724,0.648333,0.675048,0.779511,0.824717
1725,0.648333,0.476120,0.443097,0.468174
1726,0.648333,0.650978,0.652289,0.672071
1727,0.648333,0.693192,0.777777,0.836846
1728,0.648333,0.636970,0.786994,0.662167
1729,0.648333,0.648023,0.753930,0.658818
1730,0.648333,0.688891,0.855619,0.800433
1731,0.648333,0.547858,0.622045,0.462065
1732,0.648333,0.527613,0.455528,0.495690
1733,0.650000,0.649921,0.574934,0.694765
1734,0.650000,0.668630,0.838767,0.683062
1735,0.650000,0.508026,0.558471,0.415120
1736,0.650000,0.573343,0.680425,0.604494
1737,0.650000,0.633528,0.664492,0.650617
1738,0.650000,0.678451,0.772662,0.763438
1739,0.650000,0.656504,0.846776,0.772627
1740,0.650000,0.694359,0.739577,0.897027
1741,0.650000,0.439308,0.477104,0.481346
1742,0.650000,0.686492,0.723975,0.756163
1743,0.650000,0.480755,0.482705,0.431303
1744,0.650000,0.484209,0.677242,0.448341
1745,0.650000,0.692717,0.646226,0.866953
1746,0.650000,0.648962,0.832739,0.660326
1747,0.650000,0.671273,0.529820,0.713551
1748,0.650000,0.651030,0.734256,0.756330
1749,0.650000,0.631172,0.698157,0.607820
1750,0.650000,0.478351,0.579711,0.445633
1751,0.650000,0.620064,0.780800,0.623517
1752,0.650000,0.590627,0.735687,0.491696
1753,0.650000,0.605044,0.549202,0.644816
1754,0.650000,0.602913,0.770230,0.628458
1755,0.650000,0.649880,0.489040,0.675745
1756,0.650000,0.636756,0.663581,0.631910
1757,0.650000,0.662953,0.509044,0.688398
1758,0.650000,0.615468,0.561442,0.590779
1759,0.650000,0.544864,0.590727,0.532084
1760,0.650000,0.575703,0.544355,0.567453
1761,0.650000,0.668904,0.833518,0.843996
1762,0.650000,0.553379,0.617111,0.546961
1763,0.650000,0.594183,0.663098,0.563145
1764,0.650000,0.664789,0.841448,0.653276
1765,0.650000,0.677420,0.565400,0.735877
1766,0.650000,0.684659,0.617782,0.784809
1767,0.650000,0.668601,0.641184,0.733320
1768,0.651667,0.637634,0.723878,0.647547
1769,0.651667,0.495639,0.443672,0.384400
1770,0.651667,0.585025,0.598085,0.595324
1771,0.651667,0.630671,0.794189,0.626218
1772,0.651667,0.576250,0.430945,0.650273
1773,0.651667,0.682136,0.665167,0.790294
1774,0.651667,0.353708,0.230788,0.251005
1775,0.651667,0.680443,0.742893,0.734434
1776,0.651667,0.598132,0.724174,0.648538
1777,0.651667,0.657452,0.802383,0.713189
1778,0.651667,0.606501,0.717827,0.534963
1779,0.651667,0.660985,0.859012,0.713693
1780,0.651667,0.671487,0.515968,0.698992
1781,0.651667,0.625275,0.751131,0.699644
1782,0.651667,0.560965,0.584737,0.678174
1783,0.651667,0.451123,0.486741,0.445980
1784,0.651667,0.532424,0.351008,0.498688
1785,0.651667,0.639377,0.842226,0.635523
1786,0.651667,0.680154,0.772148,0.819324
1787,0.651667,0.660478,0.615998,0.725857
1788,0.653333,0.670507,0.634950,0.751089
1789,0.653333,0.502247,0.616098,0.454270
1790,0.653333,0.491776,0.515676,0.530405
1791,0.653333,0.582886,0.625631,0.579283
1792,0.653333,0.466902,0.384449,0.366199
1793,0.653333,0.634749,0.589748,0.699327
1794,0.653333,0.497501,0.452046,0.486065
1795,0.653333,0.607964,0.558856,0.598038
1796,0.655000,0.476062,0.524042,0.525966
1797,0.655000,0.602714,0.702761,0.511759
1798,0.655000,0.670096,0.500128,0.691094
1799,0.655000,0.575551,0.571642,0.605384
1800,0.655000,0.602948,0.611583,0.526653
1801,0.655000,0.526867,0.603161,0.553020
1802,0.655000,0.680600,0.698948,0.774174
1803,0.655000,0.466687,0.384502,0.366257
1804,0.656667,0.590908,0.510886,0.583215
1805,0.656667,0.620482,0.801033,0.574093
1806,0.656667,0.607690,0.653532,0.596961
1807,0.656667,0.634410,0.706362,0.640871
1808,0.656667,0.694348,0.838737,0.901861
1809,0.656667,0.592101,0.773121,0.524494
1810,0.658333,0.423935,0.535757,0.348374
1811,0.658333,0.692857,0.640849,0.908817
1812,0.658333,0.676599,0.794469,0.762283
1813,0.658333,0.673992,0.637006,0.741429
1814,0.658333,0.454480,0.351573,0.356099
1815,0.658333,0.637496,0.718210,0.639504
1816,0.660000,0.684808,0.678826,0.790889
1817,0.660000,0.683901,0.715901,0.726258
1818,0.660000,0.629200,0.634247,0.724902
1819,0.660000,0.571731,0.749103,0.583168
1820,0.660000,0.650810,0.876393,0.651115
1821,0.660000,0.538714,0.612613,0.470722
1822,0.660000,0.671487,0.515976,0.698993
1823,0.660000,0.661962,0.784568,0.764453
1824,0.660000,0.533295,0.697672,0.488636
1825,0.661667,0.609369,0.635658,0.608992
1826,0.661667,0.618840,0.599675,0.658837
1827,0.661667,0.627063,0.730899,0.577843
1828,0.661667,0.562689,0.640606,0.699508
1829,0.661667,0.686489,0.732954,0.803385
1830,0.661667,0.689208,0.658206,0.814426
1831,0.661667,0.623058,0.827470,0.575433
1832,0.661667,0.637712,0.813585,0.669854
1833,0.663333,0.614403,0.560321,0.578422
1834,0.663333,0.637231,0.742822,0.669023
1835,0.663333,0.675791,0.676927,0.703472
1836,0.663333,0.630303,0.587861,0.626668
1837,0.663333,0.675716,0.601812,0.773614
1838,0.663333,0.611708,0.574750,0.639661
1839,0.663333,0.646381,0.669600,0.587213
1840,0.663333,0.452937,0.538909,0.358171
1841,0.663333,0.624784,0.583413,0.717479
1842,0.665000,0.676282,0.762354,0.704292
1843,0.665000,0.684029,0.784183,0.813719
1844,0.665000,0.656630,0.911174,0.732324
1845,0.665000,0.673508,0.621764,0.683793
1846,0.665000,0.477392,0.665218,0.465317
1847,0.665000,0.532949,0.752885,0.474878
1848,0.665000,0.643861,0.690806,0.608592
1849,0.665000,0.647008,0.718057,0.691116
1850,0.665000,0.590074,0.778179,0.576203
1851,0.665000,0.648824,0.786396,0.686626
1852,0.665000,0.685527,0.498487,0.781378
1853,0.665000,0.652167,0.830839,0.596655
1854,0.665000,0.557658,0.640951,0.658383
1855,0.666667,0.564769,0.495948,0.565150
1856,0.666667,0.628644,0.713326,0.646568
1857,0.666667,0.589480,0.693726,0.638761
1858,0.666667,0.614650,0.858191,0.678180
1859,0.666667,0.564087,0.684212,0.593855
1860,0.666667,0.620423,0.675149,0.642159
1861,0.666667,0.693065,0.765819,0.863730
1862,0.666667,0.694421,0.666940,0.877447
1863,0.666667,0.599435,0.633920,0.533906
1864,0.666667,0.699170,0.900430,0.913004
1865,0.666667,0.493620,0.451447,0.553030
1866,0.666667,0.680335,0.725467,0.803036
